11900	Smoking	Elegancki garnitur - w sam raz na œlub.
71074	Naszyjnik Harmonii	Zwiêksza si³ê obrony ma³¿eñstwa na 3 godziny maksymalnie o 30, gdy jest noszony przez jednego z partnerów. Efekt przedmiotu zale¿y od procentu Punktów Mi³oœci. Jeœli para posiada np. 50% Punktów Mi³oœci, to maksymalny efekt zmniejsza siê o po³owê.	
71075	Farba do W³osów (Bia³a)	Farbuje w³osy na bia³o.	
71076	Farba do W³osów (Blond)	Farbuje w³osy na blond.	
71077	Farba do W³osów (Czerw.)	Farbuje w³osy na czerwono.	
71078	Farba do W³osów (Br¹z.)	Farbuje w³osy na br¹zowo.	
71079	Farba do W³osów (Czarna)	Farbuje w³osy na czarno.	
71080	Kamieñ Metin (S³aby)	Przyzywa niskiej jakoœci Kamieñ Metin blisko postaci.	
71081	Kamieñ Metin (Œredni)	Przyzywa normalnej jakoœci Kamieñ Metin blisko postaci.	
71082	Kamieñ Metin (Silny)	Przyzywa wysokiej jakoœci Kamieñ Metin blisko postaci.	
71083	Ksiêga Obróbki Kamienia	Usuwa zepsuty kamieñ z kieszeni ¿eby zwolniæ kieszeñ przedmiotu.	
71084	Zaczarowanie Przedmiotu	Usuwa wszystkie bonusy z twojego jednego przedmiotu, po czym dodaje nowe - losowe. Iloœæ bonusów nie ulega zmianie.	
71085	Wzmocnienie Przedmiotu	Z odrobin¹ szczêœcia dodaje do jednego z twoich przedmiotów nowy bonus. (maks. 4 bonusy)	
71088	Ksiêga Misji (£atwa)	Ksiêga, która jest zwi¹zana br¹zowym skórzanym paskiem. Zawiera misjê, która mo¿e zostaæ wykonana nawet przez niedoœwiadczonego wojownika.	
71089	Ksiêga Misji (Normalna)	Ksiêga, która jest zwi¹zana br¹zowym skórzanym paskiem. Zawiera misjê, która mo¿e zostaæ wykonana tylko przez doœwiadczone osoby.	
71090	Ksiêga Misji (Trudna)	Ksiêga, która jest zwi¹zana br¹zowym skórzanym paskiem. Zawiera misjê, która mo¿e zostaæ wykonana tylko przez doœwiadczonych wojowników.	
71091	Olejek Handlu	Mo¿esz wybraæ kolor szyldu twojego sklepu.	
71092	Ksiêga Polimorfii	Pomyœlne przeczytanie tej Ksiêgi pozwala na rozwiniêcie umiejêtnoœci Polimorfia. Po przeczytaniu Ksi¹¿ka znika.	
71093	Marmur Polimorfii	Mo¿esz zamieniæ siê w potwora u¿ywaj¹c marmuru.	
71094	Rada Pustelnika	Podnosi szansê na pomyœlne przeczytanie nastêpnej Ksiêgi Umiejêtnoœci na 250%.	Efekt dzia³a tylko na umiejêtnoœci wspomagaj¹ce postaæ.
71095	Przepustka	Bilet ten umo¿liwia dostanie siê na nowy poziom w Lochu Paj¹ków. Wystarczy pokazaæ go odpowiedniemu stra¿nikowi.	
71096	Medal Portalu	Ten medal umo¿liwia Ci przejœcie przez wrota.	
71099	Pierœcieñ Zastêpstwa	Pozwala liderowi gildii wyznaczyæ swojego zastêpce.	
71100	Zwój Zmiany Profesji	Przedmiot ten umo¿liwia wybranie innej profesji postaci. Aby móc skorzystaæ z tego przedmiotu, twoja postaæ musi byæ w przedziale od 31. do 60. poziomu.	
71101	Mikstura Poœpiechu	Ta mikstura zwiêksza Szybkoœæ Regeneracji Zaklêcia o 20 procent na okres 30 minut.	
71103	Zwój Redystrybucji (WIT)	Ustawia Punkty Witalnoœci na 1 i pozwala Ci ponownie rozdaæ punkty.
71104	Zwój Redystrybucji (INT)	Ustawia Punkty Inteligencji na 1 i pozwala Ci ponownie rozdaæ punkty.
71105	Zwój Redystrybucji (SI£)	Ustawia Punkty Si³y na 1 i pozwala Ci ponownie rozdaæ punkty.
71106	Zwój Redystrybucji (ZRÊ)	Resetuje twoje punkty Zrêcznoœci do 1 oraz pozwala na ich ponowne rozdanie.
71107	Owoc ¯ycia	Zwiêksza Punkty Rangi o 2000 punktów (czas regeneracji: 8 godzin).	
71108	Sok z Owocu Granatu	Napój, który natychmiastowo regeneruje 800 P¯. Mo¿na nim handlowaæ.	
71109	Zwój Korekcji	Zwój ten umo¿liwia usuniêcie ostatnio pomyœlnie dodanego Kamienia Duszy ze wskazanego przedmiotu.	
71110	Cukier dla Konia	Ten Cukier pozwala nazwaæ twojego konia. Dodatkowo, zwiêksza jego poziom obrony.	
71113	Szk³o Intuicji	Pozwala Ci na pokazanie innemu graczowi przedmiotu z twojego ekwipunku. Podczas tego procesu, Szk³o ulega zniszczeniu.	
71114	Pieczêæ Dzika (Lv 20)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	(+25 Obrony)
71115	Pieczêæ Dzika (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
71116	Pieczêæ Wilka (Lv 30)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	(+50 Obrony)
71117	Pieczêæ Wilka (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
71118	Pieczêæ Tygrysa (Lv 40)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	(+75 Wartoœci Ataku)
71119	Pieczêæ Tygrysa (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
71120	Pieczêæ Lwa (Lv 50)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	(+100 Wartoœci Ataku)
71121	Pieczêæ Lwa (niebieska)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
71123	Smocza £uska	Smocze £uski nale¿¹ do najtwardszych znanych materia³ów.	
71124	Bia³y Lew	Zwierzêta o bia³ym futrze s¹ rzadkoœci¹ i wiele kultur przypisuje im nadzwyczajne si³y.	+30% Punktów Doœwiadczenia
71125	Pieczêæ Dzika Wojennego	Okie³znanie z³ych Duchów Zwierz¹t wymaga nie lada kunsztu magicznego. Odpowiednio zadziwiaj¹cy jest rezultat.	+20% Silny przeciwko Potworom
71126	Pieczêæ Wilka Wojennego	Okie³znanie z³ych Duchów Zwierz¹t wymaga nie lada kunsztu magicznego. Odpowiednio zadziwiaj¹cy jest rezultat.	+20% Szansy na Krytyka|+50 Obrony
71127	Pieczêæ Szar¿. Tygrysa	Okie³znanie z³ych Duchów Zwierz¹t wymaga nie lada kunsztu magicznego. Odpowiednio zadziwiaj¹cy jest rezultat.	+1000 Maks. P¯|+75 Wartoœci Ataku
71128	Pieczêæ Walecznego Lwa	Okie³znanie z³ych Duchów Zwierz¹t wymaga nie lada kunsztu magicznego. Odpowiednio zadziwiaj¹cy jest rezultat.	+75 Wartoœci Ataku|+10% Silny przeciwko Potworom
71129	Smoczy Szpon	Widok tego strasznego szponu budzi wspomnienia...	
71130	Przepustka	Przepustka ta umo¿liwia dostanie siê na nowy poziom w Lochu Paj¹ków. Wystarczy pokazaæ j¹ odpowiedniemu stra¿nikowi. Przedmiot ten nadaje siê do handlu.			
71135	Pierœcieñ Pó³ksiê¿yca	Pierœcieñ z kunsztownie wykonanym grawerunkiem w kszta³cie pó³ksiê¿yca.	Na 30 dni otrzymujesz: +2000 P¯, +10% Silny przeciwko Potworom, +15% Œrednich Obra¿eñ.
71136	Lizak	Jest to lizak o tajemniczym sk³adzie, doda ci si³y oraz doœwiadczenia w walce.	Na 7 dni otrzymujesz: +1500 P¯, +10% Silny przeciwko Ludziom, +15% Szybkoœæ Zaklêcia.
71143	Pierœcieñ Radoœci	Drogocenny pierœcieñ przyozdobiony nefrytem i turkusem.	Na 7 dni otrzymujesz: +50% punktów doœwiadczenia, +20% szybkoœci ataku, +20% szybkoœci zaklêæ, +30% si³y przeciwko potworom, +10% maks. P¯ oraz +10% maks. PE.
71144	Œwi¹teczna Skrzynia	Ten œlicznie zapakowany prezent œwi¹teczny skrywa pyszn¹ niespodziankê.	
71145	Amulet Wiecznej Mi³oœci	Jest to srebrny wisiorek w kszta³cie serca, wysadzany magicznymi klejnotami.	Na 7 dni otrzymujesz: +30% punktów doœwiadczenia, +10% szybkoœci ataku, +10% szybkoœci zaklêæ, +10% si³y przeciwko potworom, +5% maks. P¯ oraz +5% maks. PE.
71146	Skrzynia Amora (ró¿owa)	Ta skrzynia w kszta³cie serca zawiera 10 niespodzianek. Mo¿na j¹ otwieraæ co 30 min.	
71147	Skrzynia Amora (nieb.)	Ta skrzynia w kszta³cie serca zawiera 10 niespodzianek. Mo¿na j¹ otwieraæ co 30 min.	
71148	Pierœcieñ Si³y Woli	Szlachetny pierœcieñ z czystego srebra z po³yskuj¹cym szafirem.	Na 7 dni otrzymujesz: +30% PD, +20% szansy na obronê w walce z wojownikami, +20% szansy na obronê w walce z ninja, +30% si³y przeciwko potworom, +10% maks. P¯ i +10% maks. PE.
71149	Pierœcieñ Œmier. Mocy	Szlachetny pierœcieñ z czystego srebra z po³yskuj¹cym rubinem.	Na 7 dni otrzymujesz: +30% PD, +20% szansy na obronê w walce z surami, +20% szansy na obronê w walce z szamanami, +30% si³y przeciwko potworom, +10% maks. P¯ i +10% maks. PE.
71150	Magiczne Jajo	Ta piêknie ozdobiona owalna skrzynia zawiera niejedn¹ wielkanocn¹ niespodziankê. Swoj¹ zawartoœæ ods³ania jednak stopniowo.	
71151	Zielony Czar	Usuwa wszystkie bonusy w jednym z Twoich przedmiotów, po czym dodaje nowe. Mo¿na go u¿ywaæ tylko na przedmiocie do poziomu 40. Niezdatny do handlu.	
71152	Zielona Si³a	Z odrobin¹ szczêœcia dodaje do jednego z Twoich przedmiotów nowy bonus (maks. 4 bonusy). Mo¿na go u¿ywaæ tylko na przedmiocie do poziomu 40. Niezdatny do handlu.	
71153	Mikstura M¹droœci	Za pomoc¹ tej mikstury zdobywasz 100% wiêcej doœwiadczenia podczas godziny grania. Przedmiot ten jest niezdatny do handlu.	Mo¿liwoœæ u¿ycia do 75. poziomu.
71158	Medal Bohatera	Staro¿ytny artefakt. Wielu wojowników twierdzi³o, ¿e daje niesamowite moce i umiejêtnoœci.	Daje +50 % PD, +30 % obra¿eñ, +20 % szybkoœci ataku, +20 % szybkoœci zaklêæ, +10 % P¯ oraz +10 % PE.
71159	Skrzynia Milona	Skrzynia dla prawdziwych bohaterów - zawiera losowy przedmiot, nagrodê za Twój tryumf.	
71160	Skrzynia Ateny	Skrzynia dla prawdziwych bohaterek - zawiera losowy przedmiot, nagrodê za Twój tryumf.	
72001	Pierœcieñ Doœwiadczenia	Zwiêksza otrzymywane Punkty Doœwiadczenia o 50% na 10 godzin.	Mo¿liwoœæ zdejmowania.
72002	Pierœcieñ Doœwiadczenia	Zwiêksza otrzymywane Punkty Doœwiadczenia o 50% na 30 minut.	Brak mo¿liwoœci zdejmowania.
72003	Pierœcieñ Doœwiadczenia	Zwiêksza otrzymywane Punkty Doœwiadczenia o 50% na 3 godziny.	Mo¿liwoœci zdejmowania.
72004	Rêkawica Z³odzieja	Podwaja szansê na zdobycie przedmiotu na 10 godzin.	Mo¿liwoœæ zdejmowania.
72005	Rêkawica Z³odzieja	Podwaja szansê na zdobycie przedmiotu na 30 minut.	Brak mo¿liwoœci zdejmowania.
72006	Rêkawica Z³odzieja	Podwaja szansê na zdobycie przedmiotu na 3 godziny.	Mo¿liwoœæ zdejmowania.
72007	Szpula Jedwabiu	Mo¿esz otworzyæ prywatny sklep przez 10 godzin.	
72008	Szpula Jedwabiu	Mo¿esz otworzyæ prywatny sklep przez 30 minut.	
72009	Szpula Jedwabiu	Mo¿esz otworzyæ prywatny sklep przez 3 godziny.	
72010	Pióro Ptaka Mi³oœci	Kiedy u¿yte, Punkty Mi³oœci rosn¹ dwa razy szybciej przez 15 minut.	
72011	Pióro Ptaka Mi³oœci	Kiedy u¿yte, Punkty Mi³oœci rosn¹ dwa razy szybciej przez 30 minut.	
72012	Pióro Ptaka Mi³oœci	Kiedy u¿yte, Punkty Mi³oœci rosn¹ dwa razy szybciej przez 3 godziny.	
72013	Rybie Wnêtrznoœci	Zwiêksza szansê na z³apanie rzadkiej ryby przez 15 minut.	
72014	Rybie Wnêtrznoœci	Zwiêksza szansê na z³apanie rzadkiej ryby przez 30 minut.	
72015	Rybie Wnêtrznoœci	Zwiêksza szansê na z³apanie rzadkiej ryby przez 3 godziny.	
72016	Trzecia Rêka	Rêka podnosi upuszczone pieni¹dze automatycznie przez 15 minut.	
72017	Trzecia Rêka	Rêka podnosi upuszczone pieni¹dze automatycznie przez 30 minut.	
72018	Trzecia Rêka	Rêka podnosi upuszczone pieni¹dze automatycznie przez 3 godziny.	
72019	Powiêkszony Sk³ad	Do twojego magazynu zostan¹ dodane dwie dodatkowe zak³adki na 15 minut.	
72020	Powiêkszony Sk³ad	Do twojego magazynu zostan¹ dodane dwie dodatkowe zak³adki na 30 minut.	
72021	Powiêkszony Sk³ad	Do twojego magazynu zostan¹ dodane dwie dodatkowe zak³adki na 3 godziny.	
72022	Medal Szczêœcia	Szansa na zdobycie Yang jest podwojona na 10 godzin.	
72023	Medal Szczêœcia	Szansa na zdobycie Yang jest podwojona na 30 minut.	Nie mo¿e zostaæ œci¹gniêty.
72024	Medal Szczêœcia	Szansa na zdobycie Yang jest podwojona na 3 godziny.	
72025	D³oñ Przebicia	Szansa na przebicie +10%	
72026	D³oñ Krytyka	Szansa na przebicie +10%	
72027	D³oñ Krytyka	Szansa na przebicie +10%	
72028	Maska Uczuæ	Mo¿esz okazywaæ swoje emocje.	
72029	Maska Uczuæ	Mo¿esz okazywaæ swoje emocje.	
72030	Maska Uczuæ	Mo¿esz okazywaæ swoje emocje.	
72031	Atak Boga Smoków	Zwiêksza zadawane obra¿enia o 12% do 15% gdy atakujesz. Dzia³a przez 30 minut.	
72032	Atak Boga Smoków	Zwiêksza zadawane obra¿enia o 12% do 15% gdy atakujesz. Dzia³a przez 30 minut.	
72033	Atak Boga Smoków	Zwiêksza zadawane obra¿enia o 12% do 15% gdy atakujesz. Dzia³a przez 30 minut.	
72034	Obrona Boga Smoków	Redukuje obra¿enia o 12% ~ 15% gdy siê bronisz.	
72035	Obrona Boga Smoków	Redukuje obra¿enia o 12% ~ 15% gdy siê bronisz.	
72036	Obrona Boga Smoków	Redukuje obra¿enia o 12% ~ 15% gdy siê bronisz.	
72037	¯ycie Boga Smoków	Zwiêksza iloœæ Punktów ¯ycia o 20% na 30 minut.	
72038	¯ycie Boga Smoków	Zwiêksza iloœæ Punktów ¯ycia o 20% na 30 minut.	
72039	¯ycie Boga Smoków	Zwiêksza iloœæ Punktów ¯ycia o 20% na 30 minut.	
72040	Inteligencja Boga Smoków	Zwiêksza iloœæ Punktów Energii o 20%. Dzia³a przez 30 minut.	
72041	Inteligencja Boga Smoków	Zwiêksza iloœæ Punktów Energii o 20%. Dzia³a przez 30 minut.	
72042	Inteligencja Boga Smoków	Zwiêksza iloœæ Punktów Energii o 20%. Dzia³a przez 30 minut.	
72043	Ksi¹¿ka Lidera	Kiedy przedmiot noszony jest przez lidera grupy, punkty zdobywane przez grupê s¹ zwiêkszone o 30%.	
72044	Ksi¹¿ka Lidera	Kiedy przedmiot noszony jest przez lidera grupy, punkty zdobywane przez grupê s¹ zwiêkszone o 30%.	
72045	Ksi¹¿ka Lidera	Kiedy przedmiot noszony jest przez lidera grupy, punkty zdobywane przez grupê s¹ zwiêkszone o 30%.	
72046	D³oñ Krytyka	Podnosi szansê na zadanie przeszywaj¹cego uderzenia podczas walki o 20% przez 10 minut.	
72047	D³oñ Krytyka	Podnosi szansê na zadanie przeszywaj¹cego uderzenia podczas walki o 20% przez 10 minut.	
72048	D³oñ Krytyka	Podnosi szansê na zadanie przeszywaj¹cego uderzenia podczas walki o 20% przez 10 minut.	
72301	Zwój B³ogos³awieñstwa	Usuwa ryzyko zniszczenia przedmiotu podczas jego ulepszania. Je¿eli ulepszanie siê nie powiedzie, to jakoœæ przedmiotu jest redukowana o 1 poziom.		
72501	Pierœcieñ Doœw. (iCafe)	Zwiêksza otrzymywane Punkty Doœwiadczenia o 20% dla cz³onków iCafe.	
72502	Rêkawica Z³odz. (iCafe)	Szansa na wyrzucanie przedmiotów zwiêkszona 1.5 raza dla cz³onków iCafe.	
72701	Buty Wiatru	Gdy ich u¿ywasz, Szybkoœæ Ruchu twojej postaci jest zwiêkszona o 30.	
72703	Kolczyk z koœci tygrysa	Wartoœæ ataku wzrasta na 2 godziny o 200 punktów (czas up³ywa, tylko gdy przedmiot jest za³o¿ony). Przedmiot ten jest niezdatny do handlu.	
72704	Kolczyk z koœci smoka	Wartoœæ obrony wzrasta na 2 godziny o 200 punktów (czas up³ywa, tylko gdy przedmiot jest za³o¿ony). Przedmiot ten jest niezdatny do handlu.	
72705	Brans. z koœci tygrysa	Obra¿enia twoich umiejêtnoœci wzrastaj¹ na 2 godziny o 15% (czas up³ywa, tylko gdy przedmiot jest za³o¿ony). Przedmiot ten jest niezdatny do handlu.	
72706	Brans. z koœci smoka	Twoja obrona przeciwko umiejêtnoœciom wzrasta na 2 godziny o 15% (czas up³ywa, tylko gdy przedmiot jest za³o¿ony). Przedmiot ten jest niezdatny do handlu.	
72723	Eliksir S³oñca (M)	Automatycznie regeneruje twoje P¯. Zawiera 1.000.000 P¯.	
72724	Eliksir S³oñca (Œ)	Automatycznie regeneruje twoje P¯. Zawiera 3.000.000 P¯.	
72725	Eliksir S³oñca (D)	Automatycznie regeneruje twoje P¯. Zawiera 7.000.000 P¯.	
72726	Eliksir S³oñca (S)	Automatycznie uzupe³nia twoje P¯. Zawiera 10.000.000 P¯. Przedmiot ten jest zdatny do handlu.	
72727	Eliksir Ksiê¿yca (M)	Automatycznie regeneruje twoje PE. Zawiera 100.000 PE.	
72728	Eliksir Ksiê¿yca (Œ)	Automatycznie regeneruje twoje PE. Zawiera 300.000 PE.	
72729	Eliksir Ksiê¿yca (D)	Automatycznie regeneruje twoje PE. Zawiera 700.000 PE.	
72730	Eliksir Ksiê¿yca (S)	Automatycznie uzupe³nia twoje PE. Zawiera 1.000.000 PE. Przedmiot ten zdatny jest do handlu.	
76000	Wino z Kwiatu Brzoskwini	Mikstura, która natychmiast regeneruje 500 P¯. Niezdatna do handlu.	
76001	Zwój Powrotu Statusu	Przedmiot ten umo¿liwia Ci ponowne wydanie Twoich Punktów Statystyk. Tak wiêc mo¿esz rozwijaæ postaæ w inny sposób. Niezdatny do handlu.	
76002	Zasuszona G³owa	Ta zasuszona g³owa demona otwiera pieczêæ 3. poziomu Diabelskich Katakumb. Przedmiot ten jest niezdatny do handlu.	
76003	Mikstura Poœpiechu	Ta mikstura zwiêksza Szybkoœæ Regeneracji Zaklêcia o 20 procent na okres 30 minut. Niezdatna do handlu.	
76004	Eliksir Ksiê¿yca (M)	Automatycznie regeneruje Twoje PE. Zawiera 10.000 PE. Niezdatny do handlu.	
76005	Eliksir Ksiê¿yca (Œ)	Automatycznie regeneruje Twoje PE. Zawiera 300.000 PE. Niezdatny do handlu.	
76006	Wykrywacz Kamieni Metin	Wykrywacz pokazuje po³o¿enie i odleg³oœæ do najbli¿szego Kamienia Metin. Im jaœniejsza strza³ka kierunku, tym bli¿ej jesteœ. Mo¿e byæ uaktywniony 6 razy. Niezdatny do handlu.	
76007	Peleryna Mêstwa	Staro¿ytni wojownicy okazywali swoje mêstwo poprzez noszenie kolorowych peleryn. By³ to sposób na zwabienie wszystkich potworów z okolicy. Niezdatna do handlu.	
76008	Medal Smoka	Chroni przed utrat¹ Punktów Doœwiadczenia po œmierci postaci. Niezdatny do handlu.	
76009	Zwój Boga Smoków	Zwiêksza szansê na ulepszenie przedmiotu o 10% i przedmiot nie ulega zniszczeniu gdy ulepszenie zawiedzie. W przypadku niepowodzenia, jakoœæ przedmiotu jest redukowana o 1 poziom. Niezdatny do handlu.	
76010	Krwisty Kamieñ	Ten kamieñ zrobiony jest z krwi Bahar-Taraji i umo¿liwia Ci wejœcie na drugi poziom Groty Wygnañców. Niezdatny do handlu.	
76011	Ksi¹¿ka Lidera	Kiedy przedmiot ten noszony jest przez lidera grupy, Punkty Doœwiadczenia zdobywane przez grupê s¹ zwiêkszone o 30%. Przedmiot niezdatny do handlu.	
76012	Mikstura Szybkoœci	Zwiêksza Szybkoœæ Ruchu o 60 na okres 30 minut. Przedmiot niezdatny do handlu.	
76013	Wzmocnienie Przedmiot(n)	Z odrobin¹ szczêœcia dodaje do jednego z Twoich przedmiotów nowy bonus (maks. 4 bonusy). Przedmiot ze skrzyni poziomów, niezdatny do handlu.	
76014	Zaczarowanie Przedm.(n)	Usuwa wszystkie bonusy w jednym z Twoich przedmiotów, po czym dodaje nowe. Przedmiot ze skrzyni poziomów, niezdatny do handlu.	
76015	Marmur B³ogos³awieñstwa	Legendarny, b³ogos³awiony marmur. Je¿eli przedmiot ma 4 atrybuty, dodaje kolejny atrybut. Przedmiot niezdatny do handlu.	
76016	Zwój B³ogos³awieñstwa	Usuwa ryzyko zniszczenia przedmiotu podczas jego ulepszania. Je¿eli ulepszanie siê nie powiedzie, to jakoœæ przedmiotu jest redukowana o 1 poziom. Przedmiot niezdatny do handlu.	
76017	Mikstura Ataku +10	Zwiêksza Twoj¹ Szybkoœæ Ataku o 10% na okres 30 minut. Niezdatna do handlu.	
76018	Mikstura Ataku +15	Zwiêksza Twoj¹ Szybkoœæ Ataku o 15% na okres 30 minut. Niezdatna do handlu.	
76019	Przepustka	Bilet ten umo¿liwia dostanie siê na nowy poziom w Lochu Paj¹ków. Wystarczy pokazaæ go odpowiedniemu stra¿nikowi. Przedmiot ten jest niezdatny do handlu.	
76020	Eliksir Poszukiwacza	Poprawia jakoœæ przedmiotów przeznaczonych do badañ, co powoduje zwiêkszenie szansy na ich przyjêcie. Przedmiot ten jest niezdatny do handlu.	
76021	Eliksir S³oñca (M)	Automatycznie regeneruje Twoje P¯. Zawiera 100.000 P¯. Przedmiot ten jest niezdatny do handlu.	
76022	Eliksir S³oñca (Œ)	Automatycznie regeneruje Twoje P¯. Zawiera 3.000.000 P¯. Przedmiot ten jest niezdatny do handlu.	
76023	Zielony Czar	Usuwa wszystkie bonusy w jednym z Twoich przedmiotów, po czym dodaje nowe. Mo¿na go u¿ywaæ tylko na przedmiocie do poziomu 40. Przedmiot ze skrzyni poziomów, niezdatny do handlu.	
76024	Zielona Si³a	Z odrobin¹ szczêœcia dodaje do jednego z Twoich przedmiotów nowy bonus (maks. 4 bonusy). Mo¿na go u¿ywaæ tylko na przedmiocie do poziomu 40. Przedmiot ze skrzyni poziomów, niezdatny do handlu.	
76025	Magiczny Kamieñ	Bry³a legendarnego metalu zapewniaj¹cego najlepsze wyniki podczas ulepszania przedmiotów. W ten sposób ulepszony przedmiot nie mo¿e ulec ani zniszczeniu ani pogorszeniu. Przedmiot ten jest niezdatny do handlu.	
76026	Duchowy Diament	Legendarny kamieñ u¿ywany do treningu wewnêtrznego. Nie nadaje ¿adnych ograniczeñ czasowych. Przedmiot ten jest niezdatny do handlu.	
80001	Sakiewka Na Pieni¹dze	Ciemna i zniszczona sakiewka zrobiona ze skóry.	
80002	Czysty Papier	A¿ do teraz nieu¿ywany pergamin bardzo dobrej jakoœci.	
80003	Sreb. Sztab. (50k Yang)	Cenny przetop ze Srebra. Kupcy wiele p³ac¹ za ten kruszec.	(Kliknij PPM, aby sprzedaæ.)
80004	Sreb. Sztab. (100k Yang)	Cenny przetop ze Srebra. Kupcy wiele p³ac¹ za ten kruszec.	(Kliknij PPM, aby sprzedaæ.)
80005	Z³ota Sztab.(500k Yang)	Cenny przetop ze Z³ota. Kupcy wiele p³ac¹ za ten kruszec.	(Kliknij PPM, aby sprzedaæ.)
80006	Z³ota Sztab.(1Mil.Yang)	Cenny przetop ze Z³ota. Kupcy wiele p³ac¹ za ten kruszec.	(Kliknij PPM, aby sprzedaæ.)
80007	Z³ota Sztab.(2Mil.Yang)	Cenny przetop ze Z³ota. Kupcy wiele p³ac¹ za ten kruszec.	(Kliknij PPM, aby sprzedaæ.)
80008	Bry³a Z³ota	Bry³a Z³ota, która nigdy nie by³a przetapiana. Mo¿na j¹ sprzedaæ w sklepie za wysok¹ cenê.	
80014	Kupon SM (100)	Kupon o wartoœci 100 Smoczych Monet. Przedmiot ten jest zdatny do handlu.	
80015	Kupon SM (500)	Kupon o wartoœci 500 Smoczych Monet. Przedmiot ten jest zdatny do handlu.	
80016	Kupon SM (1000)	Kupon o wartoœci 1000 Smoczych Monet. Przedmiot ten jest zdatny do handlu.	
80017	Kupon SM (50)	Kupon o wartoœci 50 Smoczych Monet. Przedmiot ten jest zdatny do handlu.	
90001	Pusta Butelka Na Wodê	Umo¿liwia wygodne przenoszenie wody - niestety jest teraz pusta.	
90002	Butelka Wody	Umo¿liwia wygodne przenoszenie wody.	
90003	Kryszta³	Bardzo wyj¹tkowy i szlachetny kamieñ, który piêknie lœni w promieniach s³onecznych.	
90004	Klejnot	Charakteryzuj¹cy siê piêknymi kolorami kamieñ, który jest czêsto u¿ywany przy produkcji ozdób.	
90005	Kamieñ Wodny	Twardy i szorstki kamieñ, który mo¿e byæ u¿ywany do szlifowania broni albo sprzêtu kuchennego.	
90006	Kamieñ Duszy	Kamieñ, który po dodaniu do do zbroi lub broni mo¿e zwiêkszyæ jakoœæ danego przedmiotu.	
90007	Minera³	Jest ponad 4000 minera³ów, które ró¿ni¹ siê strukturami krystalicznymi, kszta³tami i kolorami.	
90010	Kamieñ Wêgielny	Materia³ budowlany do budowy budynku gildii	
90011	Pieñ	Materia³ budowlany do budowy budynku gildii	
90012	Dykta	Materia³ budowlany do budowy budynku gildii.	
100000	Eliksir Czasu (M)	Nape³nia czas trwania Smoczego Kamienia.	
100001	Eliksir Czasu (Œ)	Nape³nia czas trwania Smoczego Kamienia.	
100002	Eliksir Czasu (D)	Nape³nia czas trwania Smoczego Kamienia.	
100100	Smocze Cêgi	To przydatne narzêdzie zwiêksza szanse na sukces podczas usuwania Smoczego Kamienia.	
100200	Cêgi Czasu	Wysysa czas trwania ze Smoczego Kamienia.	
100300	Zielona Smocza Fasola	Ta magiczna fasola zwiêksza poziom Smoczego Kamienia. Zabieg ten mo¿e siê jednak zakoñczyæ niepowodzeniem.	
100400	Niebieska Smocza Fasola	Ta magiczna fasola zwiêksza szansê na pomyœlne ulepszenie Smoczego Kamienia o jeden poziom.	
100500	Ró¿owa Smocza Fasola	Szansa na pomyœlne ulepszenie Smoczego Kamienia o jeden poziom wzrasta o 10%.	
711151	Pieczêæ Dzika (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711152	Pieczêæ Dzika (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711153	Pieczêæ Dzika (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711154	Pieczêæ Dzika (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711171	Pieczêæ Wilka (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
711172	Pieczêæ Wilka (nieb.)	Czar Pieczêci wzywa potê¿nego Ducha Zwierz¹t, aby ciê szybko przenieœæ do miejsca twojego wyboru.	
